Account,Month,Trx,# Speaker Programs,# Calls,# PDE,# Emails,# Clicks,# Samples
A208B012,14,????,0,1,9,23,8,6
A208B012,15,????,0,1,9,23,8,6
A208B012,16,????,0,1,9,23,8,6
A208B012,17,????,1,1,9,29,13,12
A208B012,18,????,0,1,9,23,8,6
A209B012,1,5294,1,1,9,29,13,12
A209B012,2,1441,3,1,10,32,16,19
A209B012,3,2193,1,1,9,29,13,12
A209B012,4,5995,3,1,10,32,16,19
A209B012,5,5515,3,1,10,32,16,19
A209B012,6,2574,3,16,12,40,28,166
A209B012,7,3993,1,1,9,29,13,12
A209B012,8,3643,3,1,10,32,16,19
A209B012,9,4157,2,1,10,31,15,17
A209B012,10,2194,4,1,10,33,17,20
A209B012,11,2115,1,1,9,29,13,12
A209B012,12,4542,4,1,10,33,17,20
A209B012,13,????,0,1,9,23,8,6
A209B012,14,????,3,18,12,40,28,184
A209B012,15,????,1,12,11,36,21,83
A209B012,16,????,0,1,9,23,8,6
A209B012,17,????,1,18,12,37,24,146
A209B012,18,????,1,1,9,29,13,12
A210B012,1,660,1,1,9,29,13,12
A210B012,2,660,0,1,9,23,8,6
A210B012,3,660,2,8,11,37,23,70
A210B012,4,10000,3,14,12,39,26,134
A210B012,5,10000,4,8,11,38,24,76
A210B012,6,660,1,1,9,29,13,12
A210B012,7,10000,1,1,9,29,13,12
A210B012,8,10000,3,1,10,32,16,19
A210B012,9,660,4,12,11,39,25,108
A210B012,10,10000,0,1,9,23,8,6
A210B012,11,10000,3,14,12,39,26,134
A210B012,12,660,3,1,10,32,16,19
A210B012,13,????,3,12,11,39,25,108
A210B012,14,????,2,1,10,31,15,17
A210B012,15,????,0,1,9,23,8,6
A210B012,16,????,2,14,11,38,24,114
A210B012,17,????,1,1,9,29,13,12
A210B012,18,????,2,12,11,38,24,101
A211B012,1,1466,4,1,10,33,17,20
A211B012,2,961,9,12,12,42,31,153
A211B012,3,2698,6,8,11,39,25,81
A211B012,4,2168,9,18,13,43,33,245
A211B012,5,4744,3,1,10,32,16,19
A211B012,6,5479,6,1,10,34,18,22
A211B012,7,3096,6,23,13,43,33,307
A211B012,8,3339,9,1,11,35,20,29
A211B012,9,3411,8,12,12,41,29,140
A211B012,10,4006,9,12,12,42,31,153
A211B012,11,3868,9,22,13,44,35,319
A211B012,12,2768,5,1,10,33,17,20
A211B012,13,????,5,1,10,33,17,20
A211B012,14,????,4,14,12,40,28,148
A211B012,15,????,4,8,11,38,24,76
A211B012,16,????,5,16,12,41,29,176
A211B012,17,????,4,1,10,33,17,20
A211B012,18,????,5,1,10,33,17,20
A212B012,1,2532,2,1,10,31,15,17
A212B012,2,709,1,1,9,29,13,12
A212B012,3,689,3,1,10,32,16,19
A212B012,4,2706,3,1,10,32,16,19
A212B012,5,1910,4,1,10,33,17,20
A212B012,6,2105,3,1,10,32,16,19
A212B012,7,2262,1,1,9,29,13,12
A212B012,8,1519,3,1,10,32,16,19
A212B012,9,1214,4,1,10,33,17,20
A212B012,10,1875,5,1,10,33,17,20
A212B012,11,677,4,1,10,33,17,20
A212B012,12,717,2,1,10,31,15,17
A212B012,13,????,1,1,9,29,13,12
A212B012,14,????,1,1,9,29,13,12
A212B012,15,????,0,1,9,23,8,6
A212B012,16,????,2,1,10,31,15,17
A212B012,17,????,0,1,9,23,8,6
A212B012,18,????,3,1,10,32,16,19
A213B012,1,786,1,1,9,29,13,12
A213B012,2,660,3,1,10,32,16,19
A213B012,3,1560,3,1,10,32,16,19
A213B012,4,1517,4,1,10,33,17,20
A213B012,5,4179,5,12,12,40,28,132
A213B012,6,767,3,1,10,32,16,19
A213B012,7,1334,5,16,12,41,29,176
A213B012,8,2615,3,1,10,32,16,19
A213B012,9,1430,3,1,10,32,16,19
A213B012,10,1606,5,8,11,39,25,81
A213B012,11,1917,2,1,10,31,15,17
A213B012,12,1704,3,1,10,32,16,19
A213B012,13,????,4,1,10,33,17,20
A213B012,14,????,4,1,10,33,17,20
A213B012,15,????,5,1,10,33,17,20
A213B012,16,????,5,1,10,33,17,20
A213B012,17,????,5,1,10,33,17,20
A213B012,18,????,5,1,10,33,17,20
A214B012,1,1765,7,14,12,42,31,173
A214B012,2,660,5,18,12,41,29,195
A214B012,3,1765,3,1,10,32,16,19
A214B012,4,1351,3,1,10,32,16,19
A214B012,5,660,1,1,9,29,13,12
A214B012,6,2039,1,1,9,29,13,12
A214B012,7,660,1,1,9,29,13,12
A214B012,8,656,2,1,10,31,15,17
A214B012,9,660,5,12,12,40,28,132
A214B012,10,1500,3,1,10,32,16,19
A214B012,11,660,4,18,12,41,29,195
A214B012,12,2143,5,14,12,41,29,158
A214B012,13,????,4,1,10,33,17,20
A214B012,14,????,1,1,9,29,13,12
A214B012,15,????,5,12,12,40,28,132
A214B012,16,????,3,1,10,32,16,19
A214B012,17,????,5,12,12,40,28,132
A214B012,18,????,2,1,10,31,15,17
A215B012,1,2866,7,1,10,34,18,22
A215B012,2,4457,7,16,12,42,31,193
A215B012,3,4928,3,16,12,40,28,166
A215B012,4,5406,9,16,12,43,32,204
A215B012,5,744,5,1,10,33,17,20
A215B012,6,1477,2,1,10,31,15,17
A215B012,7,1367,4,18,12,41,29,195
A215B012,8,660,8,16,12,42,31,193
A215B012,9,1580,6,12,12,41,29,140
A215B012,10,660,6,8,11,39,25,81
A215B012,11,507,5,1,10,33,17,20
A215B012,12,1741,4,1,10,33,17,20
A215B012,13,????,1,12,11,36,21,83
A215B012,14,????,4,12,11,39,25,108
A215B012,15,????,4,8,11,38,24,76
A215B012,16,????,3,1,10,32,16,19
A215B012,17,????,3,12,11,39,25,108
A215B012,18,????,7,1,10,34,18,22
A216B012,1,3233,4,22,13,41,30,255
A216B012,2,3819,3,1,10,32,16,19
A216B012,3,6219,3,1,10,32,16,19
A216B012,4,4056,6,1,10,34,18,22
A216B012,5,4023,4,1,10,33,17,20
A216B012,6,7954,5,1,10,33,17,20
A216B012,7,3114,1,1,9,29,13,12
A216B012,8,1085,4,8,11,38,24,76
A216B012,9,5088,4,1,10,33,17,20
A216B012,10,5296,6,8,11,39,25,81
A216B012,11,2495,2,12,11,38,24,101
A216B012,12,660,6,1,10,34,18,22
A216B012,13,????,1,1,9,29,13,12
A216B012,14,????,3,1,10,32,16,19
A216B012,15,????,3,1,10,32,16,19
A216B012,16,????,4,8,11,38,24,76
A216B012,17,????,4,1,10,33,17,20
A216B012,18,????,3,1,10,32,16,19
A217B012,1,1981,4,1,10,33,17,20
A217B012,2,1712,4,1,10,33,17,20
A217B012,3,3354,3,1,10,32,16,19
A217B012,4,1668,3,19,12,40,28,193
A217B012,5,1780,1,1,9,29,13,12
A217B012,6,2612,3,1,10,32,16,19
A217B012,7,3014,5,16,12,41,29,176
A217B012,8,2687,7,18,12,42,31,214
A217B012,9,3199,5,23,13,42,32,290
A217B012,10,2786,6,1,10,34,18,22
A217B012,11,4739,5,23,13,42,32,290
A217B012,12,2342,0,1,9,23,8,6
A217B012,13,????,1,1,9,29,13,12
A217B012,14,????,3,12,11,39,25,108
A217B012,15,????,4,19,12,41,29,205
A217B012,16,????,4,26,13,42,32,327
A217B012,17,????,5,22,13,42,32,278
A217B012,18,????,5,23,13,42,32,290
A218B012,1,3402,3,19,12,40,28,193
A218B012,2,4267,4,1,10,33,17,20
A218B012,3,3997,3,12,11,39,25,108
A218B012,4,3389,5,1,10,33,17,20
A218B012,5,2615,5,12,12,40,28,132
A218B012,6,2723,8,14,12,42,31,173
A218B012,7,3887,8,12,12,41,29,140
A218B012,8,2733,6,22,13,43,33,294
A218B012,9,4358,7,14,12,42,31,173
A218B012,10,3259,7,8,11,40,27,89
A218B012,11,3703,6,8,11,39,25,81
A218B012,12,3767,3,1,10,32,16,19
A218B012,13,????,5,19,12,41,29,205
A218B012,14,????,5,1,10,33,17,20
A218B012,15,????,4,1,10,33,17,20
A218B012,16,????,5,8,11,39,25,81
A218B012,17,????,3,8,11,38,24,76
A218B012,18,????,4,18,12,41,29,195
A219B012,1,660,2,1,10,31,15,17
A219B012,2,660,1,1,9,29,13,12
A219B012,3,660,2,1,10,31,15,17
A219B012,4,660,4,1,10,33,17,20
A219B012,5,660,2,1,10,31,15,17
A219B012,6,660,1,1,9,29,13,12
A219B012,7,660,4,1,10,33,17,20
A219B012,8,660,1,1,9,29,13,12
A219B012,9,660,2,1,10,31,15,17
A219B012,10,660,4,1,10,33,17,20
A219B012,11,660,3,14,12,39,26,134
A219B012,12,660,1,1,9,29,13,12
A219B012,13,????,2,1,10,31,15,17
A219B012,14,????,2,1,10,31,15,17
A219B012,15,????,4,1,10,33,17,20
A219B012,16,????,3,1,10,32,16,19
A219B012,17,????,1,1,9,29,13,12
A219B012,18,????,1,1,9,29,13,12
A220B012,1,660,1,1,9,29,13,12
A220B012,2,660,0,1,9,23,8,6
A220B012,3,3024,0,1,9,23,8,6
A220B012,4,1066,0,1,9,23,8,6
A220B012,5,742,1,1,9,29,13,12
A220B012,6,660,1,1,9,29,13,12
A220B012,7,660,0,1,9,23,8,6
A220B012,8,472,0,1,9,23,8,6
A220B012,9,660,2,1,10,31,15,17
A220B012,10,789,1,1,9,29,13,12
A220B012,11,1447,0,1,9,23,8,6
A220B012,12,992,0,1,9,23,8,6
A220B012,13,????,0,1,9,23,8,6
A220B012,14,????,0,1,9,23,8,6
A220B012,15,????,0,1,9,23,8,6
A220B012,16,????,0,1,9,23,8,6
A220B012,17,????,0,1,9,23,8,6
A220B012,18,????,0,1,9,23,8,6
A221B012,1,376,0,1,9,23,8,6
A221B012,2,660,1,1,9,29,13,12
A221B012,3,660,1,1,9,29,13,12
A221B012,4,660,2,1,10,31,15,17
A221B012,5,660,1,1,9,29,13,12
A221B012,6,446,2,1,10,31,15,17
A221B012,7,1104,0,1,9,23,8,6
A221B012,8,1150,2,1,10,31,15,17
A221B012,9,733,1,1,9,29,13,12
A221B012,10,1705,1,1,9,29,13,12
A221B012,11,1760,2,1,10,31,15,17
A221B012,12,2997,0,1,9,23,8,6
A221B012,13,????,0,1,9,23,8,6
A221B012,14,????,0,1,9,23,8,6
A221B012,15,????,0,1,9,23,8,6
A221B012,16,????,0,1,9,23,8,6
A221B012,17,????,0,1,9,23,8,6
A221B012,18,????,0,1,9,23,8,6
A222B012,1,3905,2,12,11,38,24,101
A222B012,2,4286,3,16,12,40,28,166
A222B012,3,3663,0,1,9,23,8,6
A222B012,4,3895,2,14,11,38,24,114
A222B012,5,660,1,16,12,37,24,132
A222B012,6,5756,1,1,9,29,13,12
A222B012,7,660,1,12,11,36,21,83
A222B012,8,3014,1,1,9,29,13,12
A222B012,9,3393,1,1,9,29,13,12
A222B012,10,4696,0,1,9,23,8,6
A222B012,11,10000,1,8,10,35,19,51
A222B012,12,4325,1,1,9,29,13,12
A222B012,13,????,1,1,9,29,13,12
A222B012,14,????,2,1,10,31,15,17
A222B012,15,????,1,1,9,29,13,12
A222B012,16,????,3,1,10,32,16,19
A222B012,17,????,0,1,9,23,8,6
A222B012,18,????,0,1,9,23,8,6
A223B012,1,4497,7,22,13,43,33,294
A223B012,2,3946,3,16,12,40,28,166
A223B012,3,4340,5,19,12,41,29,205
A223B012,4,4326,6,31,14,44,36,478
A223B012,5,3037,5,18,12,41,29,195
A223B012,6,4030,3,12,11,39,25,108
A223B012,7,4021,5,25,13,42,32,315
A223B012,8,2524,5,26,13,42,32,327
A223B012,9,3321,5,14,12,41,29,158
A223B012,10,6075,7,29,14,44,36,447
A223B012,11,3535,3,26,13,41,30,300
A223B012,12,4123,5,1,10,33,17,20
A223B012,13,????,4,21,12,41,29,225
A223B012,14,????,7,19,13,43,33,257
A223B012,15,????,4,29,13,42,32,366
A223B012,16,????,4,22,13,41,30,255
A223B012,17,????,7,25,13,43,33,332
A223B012,18,????,8,30,14,44,36,462
A224B012,1,5008,7,12,12,41,29,140
A224B012,2,5618,4,12,11,39,25,108
A224B012,3,660,1,8,10,35,19,51
A224B012,4,660,5,12,12,40,28,132
A224B012,5,4302,3,8,11,38,24,76
A224B012,6,660,3,8,11,38,24,76
A224B012,7,3228,4,1,10,33,17,20
A224B012,8,4139,3,19,12,40,28,193
A224B012,9,2747,0,1,9,23,8,6
A224B012,10,5287,5,14,12,41,29,158
A224B012,11,2077,6,8,11,39,25,81
A224B012,12,2665,3,12,11,39,25,108
A224B012,13,????,3,14,12,39,26,134
A224B012,14,????,3,1,10,32,16,19
A224B012,15,????,4,16,12,40,28,166
A224B012,16,????,7,22,13,43,33,294
A224B012,17,????,5,12,12,40,28,132
A224B012,18,????,3,12,11,39,25,108
A225B012,1,731,0,1,9,23,8,6
A225B012,2,2212,3,1,10,32,16,19
A225B012,3,660,0,1,9,23,8,6
A225B012,4,2351,1,1,9,29,13,12
A225B012,5,1757,1,1,9,29,13,12
A225B012,6,682,1,1,9,29,13,12
A225B012,7,1588,3,1,10,32,16,19
A225B012,8,1260,1,1,9,29,13,12
A225B012,9,660,3,1,10,32,16,19
A225B012,10,660,2,1,10,31,15,17
A225B012,11,2231,0,1,9,23,8,6
A225B012,12,660,1,1,9,29,13,12
A225B012,13,????,3,1,10,32,16,19
A225B012,14,????,1,1,9,29,13,12
A225B012,15,????,3,1,10,32,16,19
A225B012,16,????,1,1,9,29,13,12
A225B012,17,????,3,1,10,32,16,19
A225B012,18,????,1,1,9,29,13,12
A226B012,1,660,0,1,9,23,8,6
A226B012,2,660,0,1,9,23,8,6
A226B012,3,1292,0,1,9,23,8,6
A226B012,4,2257,0,1,9,23,8,6
A226B012,5,1426,0,1,9,23,8,6
A226B012,6,660,0,1,9,23,8,6
A226B012,7,660,0,1,9,23,8,6
A226B012,8,660,0,1,9,23,8,6
A226B012,9,660,0,1,9,23,8,6
A226B012,10,1527,0,1,9,23,8,6
A226B012,11,1231,0,1,9,23,8,6
A226B012,12,985,0,1,9,23,8,6
A226B012,13,????,0,1,9,23,8,6
A226B012,14,????,1,1,9,29,13,12
A226B012,15,????,0,1,9,23,8,6
A226B012,16,????,0,1,9,23,8,6
A226B012,17,????,1,1,9,29,13,12
A226B012,18,????,0,1,9,23,8,6
A227B012,1,1712,3,16,12,40,28,166
A227B012,2,4690,4,12,11,39,25,108
A227B012,3,2287,2,12,11,38,24,101
A227B012,4,4501,2,12,11,38,24,101
A227B012,5,2908,3,14,12,39,26,134
A227B012,6,5353,1,12,11,36,21,83
A227B012,7,5220,2,8,11,37,23,70
A227B012,8,4054,4,18,12,41,29,195
A227B012,9,4465,3,16,12,40,28,166
A227B012,10,4472,4,19,12,41,29,205
A227B012,11,4696,4,8,11,38,24,76
A227B012,12,3357,1,8,10,35,19,51
A227B012,13,????,2,14,11,38,24,114
A227B012,14,????,3,16,12,40,28,166
A227B012,15,????,5,16,12,41,29,176
A227B012,16,????,3,12,11,39,25,108
A227B012,17,????,1,8,10,35,19,51
A227B012,18,????,2,1,10,31,15,17
A228B012,1,5777,1,1,9,29,13,12
A228B012,2,660,1,1,9,29,13,12
A228B012,3,5570,0,1,9,23,8,6
A228B012,4,6079,1,1,9,29,13,12
A228B012,5,660,0,1,9,23,8,6
A228B012,6,660,1,1,9,29,13,12
A228B012,7,660,0,1,9,23,8,6
A228B012,8,660,0,1,9,23,8,6
A228B012,9,660,0,1,9,23,8,6
A228B012,10,660,1,1,9,29,13,12
A228B012,11,660,1,1,9,29,13,12
A228B012,12,660,1,1,9,29,13,12
A228B012,13,????,1,1,9,29,13,12
A228B012,14,????,0,1,9,23,8,6
A228B012,15,????,1,1,9,29,13,12
A228B012,16,????,0,1,9,23,8,6
A228B012,17,????,1,1,9,29,13,12
A228B012,18,????,0,1,9,23,8,6
A229B012,1,3911,0,1,9,23,8,6
A229B012,2,660,0,1,9,23,8,6
A229B012,3,957,1,19,12,37,24,153
A229B012,4,3476,1,1,9,29,13,12
A229B012,5,616,0,1,9,23,8,6
A229B012,6,9071,0,1,9,23,8,6
A229B012,7,1494,0,1,9,23,8,6
A229B012,8,642,0,1,9,23,8,6
A229B012,9,1601,0,1,9,23,8,6
A229B012,10,7908,0,1,9,23,8,6
A229B012,11,3026,1,1,9,29,13,12
A229B012,12,1947,0,1,9,23,8,6
A229B012,13,????,0,1,9,23,8,6
A229B012,14,????,0,1,9,23,8,6
A229B012,15,????,1,1,9,29,13,12
A229B012,16,????,0,1,9,23,8,6
A229B012,17,????,0,1,9,23,8,6
A229B012,18,????,0,1,9,23,8,6
A230B012,1,727,1,1,9,29,13,12
A230B012,2,4570,1,1,9,29,13,12
A230B012,3,1011,0,1,9,23,8,6
A230B012,4,704,3,1,10,32,16,19
A230B012,5,3133,1,1,9,29,13,12
A230B012,6,660,2,1,10,31,15,17
A230B012,7,660,0,1,9,23,8,6
A230B012,8,1513,1,1,9,29,13,12
A230B012,9,2071,0,1,9,23,8,6
A230B012,10,4942,0,1,9,23,8,6
A230B012,11,673,0,1,9,23,8,6
A230B012,12,1104,2,1,10,31,15,17
A230B012,13,????,1,1,9,29,13,12
A230B012,14,????,2,1,10,31,15,17
A230B012,15,????,0,1,9,23,8,6
A230B012,16,????,3,1,10,32,16,19
A230B012,17,????,0,1,9,23,8,6
A230B012,18,????,0,1,9,23,8,6
A231B012,1,660,7,16,12,42,31,193
A231B012,2,3533,5,1,10,33,17,20
A231B012,3,5813,5,12,12,40,28,132
A231B012,4,3398,6,12,12,41,29,140
A231B012,5,5101,3,1,10,32,16,19
A231B012,6,5438,5,1,10,33,17,20
A231B012,7,4494,7,18,12,42,31,214
A231B012,8,2498,7,1,10,34,18,22
A231B012,9,660,3,8,11,38,24,76
A231B012,10,4171,6,1,10,34,18,22
A231B012,11,5460,2,1,10,31,15,17
A231B012,12,2112,4,1,10,33,17,20
A231B012,13,????,5,1,10,33,17,20
A231B012,14,????,4,1,10,33,17,20
A231B012,15,????,3,14,12,39,26,134
A231B012,16,????,4,1,10,33,17,20
A231B012,17,????,5,1,10,33,17,20
A231B012,18,????,1,1,9,29,13,12
A232B012,1,660,3,1,10,32,16,19
A232B012,2,660,1,1,9,29,13,12
A232B012,3,660,2,1,10,31,15,17
A232B012,4,660,0,1,9,23,8,6
A232B012,5,4866,5,1,10,33,17,20
A232B012,6,660,1,1,9,29,13,12
A232B012,7,660,2,1,10,31,15,17
A232B012,8,660,1,1,9,29,13,12
A232B012,9,660,3,1,10,32,16,19
A232B012,10,5557,3,1,10,32,16,19
A232B012,11,660,2,1,10,31,15,17
A232B012,12,660,1,1,9,29,13,12
A232B012,13,????,3,1,10,32,16,19
A232B012,14,????,0,1,9,23,8,6
A232B012,15,????,2,1,10,31,15,17
A232B012,16,????,0,1,9,23,8,6
A232B012,17,????,3,25,13,41,30,288
A232B012,18,????,2,1,10,31,15,17
A233B012,1,660,1,1,9,29,13,12
A233B012,2,660,1,8,10,35,19,51
A233B012,3,660,0,1,9,23,8,6
A233B012,4,660,0,1,9,23,8,6
A233B012,5,660,0,1,9,23,8,6
A233B012,6,660,0,1,9,23,8,6
A233B012,7,660,0,1,9,23,8,6
A233B012,8,660,0,1,9,23,8,6
A233B012,9,660,3,1,10,32,16,19
A233B012,10,660,3,1,10,32,16,19
A233B012,11,660,1,1,9,29,13,12
A233B012,12,660,1,1,9,29,13,12
A233B012,13,????,1,1,9,29,13,12
A233B012,14,????,1,1,9,29,13,12
A233B012,15,????,0,1,9,23,8,6
A233B012,16,????,1,1,9,29,13,12
A233B012,17,????,2,1,10,31,15,17
A233B012,18,????,1,1,9,29,13,12
A234B012,1,2745,2,1,10,31,15,17
A234B012,2,5309,2,12,11,38,24,101
A234B012,3,6129,3,12,11,39,25,108
A234B012,4,6399,5,1,10,33,17,20
A234B012,5,5454,3,1,10,32,16,19
A234B012,6,2651,2,1,10,31,15,17
A234B012,7,6520,3,12,11,39,25,108
A234B012,8,6565,1,1,9,29,13,12
A234B012,9,5302,1,1,9,29,13,12
A234B012,10,6534,1,1,9,29,13,12
A234B012,11,4733,5,16,12,41,29,176
A234B012,12,4244,3,1,10,32,16,19
A234B012,13,????,3,19,12,40,28,193
A234B012,14,????,6,12,12,41,29,140
A234B012,15,????,4,1,10,33,17,20
A234B012,16,????,1,1,9,29,13,12
A234B012,17,????,3,8,11,38,24,76
A234B012,18,????,3,1,10,32,16,19
A235B012,1,660,0,1,9,23,8,6
A235B012,2,1385,1,1,9,29,13,12
A235B012,3,660,0,1,9,23,8,6
A235B012,4,1367,1,1,9,29,13,12
A235B012,5,660,0,1,9,23,8,6
A235B012,6,1318,1,1,9,29,13,12
A235B012,7,1007,0,1,9,23,8,6
A235B012,8,778,1,1,9,29,13,12
A235B012,9,660,1,1,9,29,13,12
A235B012,10,1673,1,1,9,29,13,12
A235B012,11,685,0,1,9,23,8,6
A235B012,12,466,0,1,9,23,8,6
A235B012,13,????,0,1,9,23,8,6
A235B012,14,????,1,1,9,29,13,12
A235B012,15,????,0,1,9,23,8,6
A235B012,16,????,1,1,9,29,13,12
A235B012,17,????,1,1,9,29,13,12
A235B012,18,????,0,1,9,23,8,6
A236B012,1,2886,1,14,11,36,21,95
A236B012,2,6742,3,16,12,40,28,166
A236B012,3,6127,0,1,9,23,8,6
A236B012,4,2470,1,18,12,37,24,146
A236B012,5,5687,2,18,12,39,26,167
A236B012,6,6070,1,1,9,29,13,12
A236B012,7,5124,2,12,11,38,24,101
A236B012,8,6610,1,1,9,29,13,12
A236B012,9,7595,2,12,11,38,24,101
A236B012,10,2197,3,16,12,40,28,166
A236B012,11,5920,1,1,9,29,13,12
A236B012,12,7361,1,1,9,29,13,12
A236B012,13,????,0,1,9,23,8,6
A236B012,14,????,3,12,11,39,25,108
A236B012,15,????,1,1,9,29,13,12
A236B012,16,????,1,1,9,29,13,12
A236B012,17,????,2,1,10,31,15,17
A236B012,18,????,1,1,9,29,13,12
A237B012,1,660,0,1,9,23,8,6
A237B012,2,660,0,1,9,23,8,6
A237B012,3,660,0,1,9,23,8,6
A237B012,4,660,0,1,9,23,8,6
A237B012,5,660,0,1,9,23,8,6
A237B012,6,660,0,1,9,23,8,6
A237B012,7,660,0,1,9,23,8,6
A237B012,8,660,0,1,9,23,8,6
A237B012,9,10000,0,1,9,23,8,6
A237B012,10,5748,0,1,9,23,8,6
A237B012,11,660,0,1,9,23,8,6
A237B012,12,660,0,1,9,23,8,6
A237B012,13,????,0,1,9,23,8,6
A237B012,14,????,0,1,9,23,8,6
A237B012,15,????,0,1,9,23,8,6
A237B012,16,????,0,1,9,23,8,6
A237B012,17,????,6,1,10,34,18,22
A237B012,18,????,2,1,10,31,15,17
A238B012,1,7088,0,1,9,23,8,6
A238B012,2,5514,0,1,9,23,8,6
A238B012,3,7949,0,1,9,23,8,6
A238B012,4,5755,0,1,9,23,8,6
A238B012,5,7581,3,1,10,32,16,19
A238B012,6,7316,3,1,10,32,16,19
A238B012,7,6745,3,1,10,32,16,19
A238B012,8,7122,3,1,10,32,16,19
A238B012,9,7838,1,1,9,29,13,12
A238B012,10,7052,3,1,10,32,16,19
A238B012,11,6661,0,1,9,23,8,6
A238B012,12,8057,0,1,9,23,8,6
A238B012,13,????,0,1,9,23,8,6
A238B012,14,????,1,1,9,29,13,12
A238B012,15,????,3,1,10,32,16,19
A238B012,16,????,1,1,9,29,13,12
A238B012,17,????,4,1,10,33,17,20
A238B012,18,????,4,1,10,33,17,20
A239B012,1,660,0,1,9,23,8,6
A239B012,2,660,0,1,9,23,8,6
A239B012,3,660,0,1,9,23,8,6
A239B012,4,660,1,1,9,29,13,12
A239B012,5,660,0,1,9,23,8,6
A239B012,6,660,0,1,9,23,8,6
A239B012,7,660,0,1,9,23,8,6
A239B012,8,660,1,1,9,29,13,12
A239B012,9,660,0,1,9,23,8,6
A239B012,10,660,1,1,9,29,13,12
A239B012,11,660,0,1,9,23,8,6
A239B012,12,660,0,1,9,23,8,6
A239B012,13,????,0,1,9,23,8,6
A239B012,14,????,1,1,9,29,13,12
A239B012,15,????,0,1,9,23,8,6
A239B012,16,????,0,1,9,23,8,6
A239B012,17,????,1,1,9,29,13,12
A239B012,18,????,0,1,9,23,8,6
A240B012,1,766,3,12,11,39,25,108
A240B012,2,1813,4,12,11,39,25,108
A240B012,3,1076,1,1,9,29,13,12
A240B012,4,3915,5,1,10,33,17,20
A240B012,5,2015,7,8,11,40,27,89
A240B012,6,1680,2,8,11,37,23,70
A240B012,7,5477,7,8,11,40,27,89
A240B012,8,2601,5,8,11,39,25,81
A240B012,9,3646,5,8,11,39,25,81
A240B012,10,1257,7,14,12,42,31,173
A240B012,11,3302,7,14,12,42,31,173
A240B012,12,2289,1,12,11,36,21,83
A240B012,13,????,2,12,11,38,24,101
A240B012,14,????,1,12,11,36,21,83
A240B012,15,????,0,1,9,23,8,6
A240B012,16,????,4,12,11,39,25,108
A240B012,17,????,5,8,11,39,25,81
A240B012,18,????,3,1,10,32,16,19
A241B012,1,660,1,1,9,29,13,12
A241B012,2,660,1,1,9,29,13,12
A241B012,3,660,2,1,10,31,15,17
A241B012,4,660,3,1,10,32,16,19
A241B012,5,660,2,1,10,31,15,17
A241B012,6,660,0,1,9,23,8,6
A241B012,7,660,1,1,9,29,13,12
A241B012,8,660,1,1,9,29,13,12
A241B012,9,660,0,1,9,23,8,6
A241B012,10,660,2,1,10,31,15,17
A241B012,11,660,1,1,9,29,13,12
A241B012,12,660,2,1,10,31,15,17
A241B012,13,????,0,1,9,23,8,6
A241B012,14,????,1,1,9,29,13,12
A241B012,15,????,1,1,9,29,13,12
A241B012,16,????,0,1,9,23,8,6
A241B012,17,????,0,1,9,23,8,6
A241B012,18,????,0,1,9,23,8,6
A242B012,1,660,1,12,11,36,21,83
A242B012,2,660,1,1,9,29,13,12
A242B012,3,660,1,1,9,29,13,12
A242B012,4,3114,1,1,9,29,13,12
A242B012,5,1691,1,8,10,35,19,51
A242B012,6,1168,0,1,9,23,8,6
A242B012,7,3965,1,1,9,29,13,12
A242B012,8,1376,3,1,10,32,16,19
A242B012,9,1644,3,1,10,32,16,19
A242B012,10,5282,3,12,11,39,25,108
A242B012,11,616,0,1,9,23,8,6
A242B012,12,1143,0,1,9,23,8,6
A242B012,13,????,1,1,9,29,13,12
A242B012,14,????,2,1,10,31,15,17
A242B012,15,????,4,1,10,33,17,20
A242B012,16,????,0,1,9,23,8,6
A242B012,17,????,0,1,9,23,8,6
A242B012,18,????,1,12,11,36,21,83
A243B012,1,672,4,1,10,33,17,20
A243B012,2,1227,3,1,10,32,16,19
A243B012,3,1672,3,1,10,32,16,19
A243B012,4,1309,5,19,12,41,29,205
A243B012,5,4550,0,1,9,23,8,6
A243B012,6,5037,0,1,9,23,8,6
A243B012,7,660,2,18,12,39,26,167
A243B012,8,1503,3,22,12,41,29,236
A243B012,9,2629,4,1,10,33,17,20
A243B012,10,660,3,14,12,39,26,134
A243B012,11,660,1,1,9,29,13,12
A243B012,12,3190,2,12,11,38,24,101
A243B012,13,????,1,12,11,36,21,83
A243B012,14,????,2,1,10,31,15,17
A243B012,15,????,1,1,9,29,13,12
A243B012,16,????,3,21,12,40,28,212
A243B012,17,????,1,16,12,37,24,132
A243B012,18,????,3,26,13,41,30,300
A244B012,1,4145,0,1,9,23,8,6
A244B012,2,4514,0,1,9,23,8,6
A244B012,3,6406,2,1,10,31,15,17
A244B012,4,4912,0,1,9,23,8,6
A244B012,5,4216,1,21,12,38,25,180
A244B012,6,4926,1,19,12,37,24,153
A244B012,7,4310,3,1,10,32,16,19
A244B012,8,4805,0,1,9,23,8,6
A244B012,9,4817,3,25,13,41,30,288
A244B012,10,3505,0,1,9,23,8,6
A244B012,11,6564,1,1,9,29,13,12
A244B012,12,6291,1,16,12,37,24,132
A244B012,13,????,0,1,9,23,8,6
A244B012,14,????,0,1,9,23,8,6
A244B012,15,????,0,1,9,23,8,6
A244B012,16,????,1,1,9,29,13,12
